1.000000, 0.000000
0.000000, 0.000135
0.100000, 0.001214
0.083333, 0.001484
0.071429, 0.001754
0.058824, 0.002159
0.047619, 0.002699
0.037037, 0.003508
0.071429, 0.003508
0.060606, 0.004183
0.050000, 0.005128
0.073171, 0.005128
0.085106, 0.005802
0.074074, 0.006747
0.063492, 0.007961
0.053333, 0.009580
0.043011, 0.012009
0.054054, 0.018891
0.061135, 0.029011
0.072131, 0.038186
0.072539, 0.048307
0.082725, 0.050870
0.085020, 0.060990
0.095915, 0.068682
0.102919, 0.078802
0.109459, 0.088922
0.117788, 0.099042
0.128177, 0.106463
0.138415, 0.115909
0.148837, 0.123465
0.159345, 0.131696
0.161882, 0.141816
0.171450, 0.151936
0.174003, 0.162056
0.173040, 0.172176
0.180218, 0.182297
0.183276, 0.192417
0.187771, 0.202537
0.196738, 0.212657
0.200871, 0.222777
0.211034, 0.231548
0.215506, 0.241668
0.218920, 0.251788
0.224840, 0.261908
0.230241, 0.272028
0.239360, 0.282148
0.247655, 0.292268
0.254739, 0.302388
0.261244, 0.312508
0.265663, 0.322629
0.271492, 0.332749
0.277304, 0.342869
0.279736, 0.352989
0.286018, 0.363109
0.291133, 0.373229
0.294161, 0.383349
0.303559, 0.393469
0.309238, 0.403589
0.317149, 0.413709
0.324516, 0.423829
0.332365, 0.433950
0.337560, 0.444070
0.344754, 0.454190
0.350632, 0.464310
0.360638, 0.470787
0.367749, 0.480907
0.377774, 0.488058
0.385588, 0.498178
0.394276, 0.508298
0.404064, 0.518419
0.411508, 0.528539
0.421549, 0.538254
0.431290, 0.548374
0.436871, 0.558494
0.445234, 0.568614
0.455019, 0.578734
0.463091, 0.588854
0.473146, 0.598300
0.480470, 0.608420
0.490484, 0.617730
0.500485, 0.625961
0.510492, 0.635812
0.520515, 0.643368
0.527420, 0.653488
0.537461, 0.662259
0.547480, 0.668736
0.557481, 0.675213
0.567517, 0.681959
0.577539, 0.690325
0.587562, 0.699771
0.597574, 0.707327
0.607582, 0.715153
0.617601, 0.721765
0.627622, 0.730536
0.637625, 0.736338
0.647646, 0.742410
0.657656, 0.748482
0.667658, 0.753879
0.677663, 0.760761
0.687676, 0.764269
0.697688, 0.771016
0.707699, 0.776683
0.717703, 0.781946
0.727709, 0.787883
0.737721, 0.792606
0.747722, 0.799622
0.757729, 0.803670
0.767735, 0.809337
0.777741, 0.815140
0.787743, 0.818783
0.797743, 0.824720
0.807745, 0.829308
0.817748, 0.835245
0.827749, 0.839293
0.837752, 0.844016
0.847755, 0.848738
0.857757, 0.852651
0.867758, 0.857104
0.877759, 0.862367
0.887761, 0.866550
0.897762, 0.869653
0.907762, 0.874511
0.917763, 0.877210
0.927763, 0.882337
0.937764, 0.887195
0.947764, 0.894211
0.957765, 0.899609
0.967765, 0.905681
0.977765, 0.911078
0.987302, 0.921198
0.993357, 0.931318
0.995878, 0.941438
0.997295, 0.951558
0.998102, 0.961679
0.998581, 0.971799
0.998830, 0.981919
0.999088, 0.992039
