1.000000, 0.000000
0.000000, 0.000130
0.047619, 0.002605
0.076923, 0.003126
0.066667, 0.003647
0.055556, 0.004428
0.073171, 0.004949
0.083333, 0.005731
0.098039, 0.005991
0.087719, 0.006773
0.076923, 0.007815
0.066667, 0.009117
0.076923, 0.009377
0.066667, 0.012764
0.078212, 0.021490
0.072797, 0.031519
0.085106, 0.033603
0.096491, 0.040245
0.104408, 0.050274
0.107900, 0.060302
0.107438, 0.070331
0.110951, 0.080359
0.113665, 0.090388
0.116839, 0.100417
0.122153, 0.110445
0.132411, 0.114353
0.131818, 0.124381
0.142022, 0.133759
0.152174, 0.142225
0.158993, 0.152253
0.162634, 0.162282
0.168970, 0.172311
0.179211, 0.178953
0.188932, 0.188982
0.198947, 0.198229
0.209173, 0.204350
0.219349, 0.212295
0.229449, 0.222193
0.239637, 0.229357
0.249792, 0.234697
0.260032, 0.240167
0.270291, 0.244725
0.280332, 0.248763
0.290416, 0.255535
0.300422, 0.259312
0.310508, 0.264913
0.320618, 0.269080
0.330650, 0.270774
0.340752, 0.273899
0.350776, 0.277937
0.360913, 0.280672
0.371051, 0.285231
0.381086, 0.288096
0.391150, 0.290310
0.401279, 0.292654
0.411427, 0.293827
0.421506, 0.297083
0.431527, 0.300599
0.441543, 0.303595
0.451560, 0.306720
0.461591, 0.309456
0.471640, 0.311800
0.481688, 0.315186
0.491769, 0.317661
0.501823, 0.320396
0.511912, 0.322871
0.521955, 0.326127
0.532025, 0.329252
0.542078, 0.332378
0.552109, 0.334723
0.562172, 0.337067
0.572201, 0.339932
0.582262, 0.342928
0.592319, 0.345663
0.602328, 0.351524
0.612379, 0.353998
0.622397, 0.356603
0.632406, 0.359599
0.642407, 0.362204
0.652422, 0.364418
0.662451, 0.368455
0.672451, 0.371190
0.682480, 0.374837
0.692487, 0.377963
0.702500, 0.381349
0.712501, 0.383694
0.722507, 0.387471
0.732523, 0.392680
0.742542, 0.395676
0.752557, 0.400104
0.762573, 0.403360
0.772581, 0.405965
0.782588, 0.408830
0.792592, 0.413519
0.802598, 0.417557
0.812609, 0.421594
0.822611, 0.424850
0.832612, 0.428106
0.842615, 0.432144
0.852618, 0.436963
0.862620, 0.444256
0.872621, 0.451550
0.882624, 0.457671
0.892626, 0.466137
0.902628, 0.473431
0.912629, 0.482678
0.922630, 0.490623
0.932416, 0.500651
0.940073, 0.510680
0.947846, 0.520709
0.953320, 0.530737
0.958173, 0.540766
0.963116, 0.550794
0.967084, 0.560823
0.971400, 0.570852
0.975303, 0.580880
0.978721, 0.590909
0.980963, 0.600938
0.983266, 0.610966
0.985562, 0.620995
0.986919, 0.631024
0.988269, 0.641052
0.989267, 0.651081
0.990411, 0.661110
0.991518, 0.671138
0.992491, 0.681167
0.993327, 0.691196
0.993971, 0.701224
0.994657, 0.711253
0.995154, 0.721282
0.995543, 0.731310
0.995972, 0.741339
0.996310, 0.751368
0.996623, 0.761396
0.996934, 0.771425
0.997148, 0.781453
0.997314, 0.791482
0.997509, 0.801511
0.997675, 0.811539
0.997842, 0.821568
0.997973, 0.831597
0.998072, 0.841625
0.998177, 0.851654
0.998285, 0.861683
0.998401, 0.871711
0.998486, 0.881740
0.998560, 0.891769
0.998649, 0.901797
0.998709, 0.911826
0.998784, 0.921855
0.998852, 0.931883
0.998897, 0.941912
0.998956, 0.951941
0.999016, 0.961969
0.999074, 0.971998
0.999133, 0.982027
0.999236, 0.992055
