1.000000, 0.000000
0.000000, 0.000140
0.166667, 0.000698
0.142857, 0.000837
0.125000, 0.000977
0.111111, 0.001116
0.100000, 0.001256
0.083333, 0.001535
0.071429, 0.001814
0.058824, 0.002232
0.105263, 0.002372
0.095238, 0.002651
0.083333, 0.003070
0.111111, 0.003349
0.100000, 0.003767
0.088235, 0.004325
0.102564, 0.004883
0.090909, 0.005581
0.080000, 0.006418
0.098039, 0.006418
0.114286, 0.008651
0.103896, 0.009627
0.114943, 0.010744
0.129032, 0.011302
0.141414, 0.011860
0.151515, 0.015627
0.161765, 0.015906
0.173333, 0.017302
0.187879, 0.018697
0.202381, 0.018697
0.192090, 0.019953
0.205128, 0.021627
0.217593, 0.023580
0.214984, 0.033626
0.226361, 0.037673
0.236364, 0.041021
0.247140, 0.045905
0.257928, 0.048974
0.255282, 0.059021
0.265625, 0.065578
0.255507, 0.070741
0.266017, 0.073531
0.276215, 0.078973
0.275000, 0.089019
0.283552, 0.099065
0.283226, 0.109111
0.293277, 0.117343
0.294436, 0.127389
0.302902, 0.137435
0.302770, 0.147482
0.308211, 0.157528
0.313322, 0.167574
0.314855, 0.177620
0.318987, 0.187666
0.323950, 0.197712
0.326854, 0.207758
0.330904, 0.217804
0.328536, 0.227850
0.332942, 0.237896
0.337928, 0.247942
0.342695, 0.257988
0.346154, 0.268034
0.355433, 0.278080
0.365568, 0.287428
0.375626, 0.295940
0.385678, 0.304032
0.395699, 0.313660
0.405771, 0.318962
0.415856, 0.326915
0.425886, 0.332357
0.435903, 0.338914
0.445958, 0.346170
0.456023, 0.350356
0.466040, 0.356495
0.476104, 0.360960
0.486201, 0.366262
0.496202, 0.370169
0.506285, 0.372680
0.516302, 0.376727
0.526343, 0.381331
0.536351, 0.384401
0.546377, 0.386912
0.556402, 0.390121
0.566447, 0.395563
0.576479, 0.399470
0.586492, 0.404911
0.596503, 0.408958
0.606538, 0.411469
0.616562, 0.416074
0.626564, 0.420539
0.636591, 0.425980
0.646599, 0.429189
0.656607, 0.431840
0.666631, 0.435468
0.676640, 0.438817
0.686653, 0.441886
0.696673, 0.445235
0.706692, 0.448863
0.716700, 0.451374
0.726717, 0.455281
0.736720, 0.458490
0.746729, 0.461839
0.756731, 0.465188
0.766741, 0.467560
0.776746, 0.473141
0.786756, 0.477187
0.796758, 0.481094
0.806758, 0.485140
0.816760, 0.490303
0.826761, 0.497140
0.836762, 0.502581
0.846765, 0.508302
0.856770, 0.513465
0.866774, 0.520580
0.876774, 0.530487
0.886777, 0.536068
0.896778, 0.542626
0.906778, 0.552114
0.916277, 0.562160
0.926277, 0.570392
0.935608, 0.580438
0.942744, 0.590484
0.949848, 0.600530
0.955695, 0.610576
0.961607, 0.620622
0.964897, 0.630668
0.969630, 0.640714
0.973081, 0.650760
0.976887, 0.660806
0.980137, 0.670853
0.982830, 0.680899
0.984768, 0.690945
0.986643, 0.700991
0.988549, 0.711037
0.989995, 0.721083
0.991507, 0.731129
0.992500, 0.741175
0.993520, 0.751221
0.994218, 0.761267
0.994846, 0.771313
0.995469, 0.781359
0.995833, 0.791405
0.996277, 0.801451
0.996605, 0.811497
0.996929, 0.821543
0.997148, 0.831589
0.997404, 0.841635
0.997591, 0.851681
0.997770, 0.861727
0.997914, 0.871773
0.998059, 0.881819
0.998198, 0.891865
0.998303, 0.901912
0.998421, 0.911958
0.998502, 0.922004
0.998592, 0.932050
0.998683, 0.942096
0.998756, 0.952142
0.998827, 0.962188
0.998931, 0.972234
0.999013, 0.982280
0.999126, 0.992326
